,close,high,low,open,timestamp,volume,date
1999,61245.57,61339.78,61203,61339.78,1635732000,6.46011793,2021-11-01 02:00:00
2940,61258.58,61301.95,61247.33,61247.33,1635732060,1.26391145,2021-11-01 02:01:00
2941,61258.58,61258.58,61258.58,61258.58,1635732120,0.00000000,2021-11-01 02:02:00
2942,61376.99,61376.99,61351.56,61370.46,1635732180,0.03767944,2021-11-01 02:03:00
2943,61392.32,61392.32,61392.32,61392.32,1635732240,0.02136200,2021-11-01 02:04:00
2944,61417.43,61441.97,61386.5,61386.5,1635732300,0.45192233,2021-11-01 02:05:00
2945,61422.97,61446.81,61421.13,61446.81,1635732360,0.86843385,2021-11-01 02:06:00
2946,61440.51,61440.51,61433.86,61433.86,1635732420,0.01071000,2021-11-01 02:07:00
2947,61414.78,61421.73,61414.54,61421.73,1635732480,0.04870034,2021-11-01 02:08:00
2948,61367.5,61414.78,61360.18,61414.78,1635732540,0.08384808,2021-11-01 02:09:00
2949,61376.98,61376.98,61354.33,61354.34,1635732600,0.43204725,2021-11-01 02:10:00
2950,61354.34,61366.57,61354.34,61366.57,1635732660,0.17662595,2021-11-01 02:11:00
2951,61361.08,61361.08,61351.41,61351.41,1635732720,0.01517488,2021-11-01 02:12:00
2952,61335.49,61335.49,61335.49,61335.49,1635732780,0.14000000,2021-11-01 02:13:00
2953,61335.49,61335.49,61335.49,61335.49,1635732840,0.00000000,2021-11-01 02:14:00
2954,61254.73,61254.73,61254.73,61254.73,1635732900,0.00916667,2021-11-01 02:15:00
2955,61262.59,61270.22,61262.59,61270.22,1635732960,0.04600000,2021-11-01 02:16:00
2956,61172.43,61211.9,61160,61211.42,1635733020,0.53257595,2021-11-01 02:17:00
2957,60795.17,61127.81,60631.04,61125,1635733080,21.81100090,2021-11-01 02:18:00
2958,60574.1,60747.86,60321.57,60747.86,1635733140,33.03990728,2021-11-01 02:19:00
2959,60483.49,60696.93,60483.49,60584.71,1635733200,2.12890747,2021-11-01 02:20:00
2960,60355.76,60450.61,60292.43,60450.61,1635733260,7.32270297,2021-11-01 02:21:00
2961,60292.85,60345.07,60234.85,60343.87,1635733320,16.90683419,2021-11-01 02:22:00
2962,60253.38,60320.49,60139.47,60314.86,1635733380,9.37369166,2021-11-01 02:23:00
2963,60237.25,60320,60181.04,60251.85,1635733440,18.56674136,2021-11-01 02:24:00
2964,60375.5,60384.32,60235.85,60238.75,1635733500,21.67917402,2021-11-01 02:25:00
2965,60346.44,60434,60320,60390.33,1635733560,3.54403872,2021-11-01 02:26:00
2966,60215,60354.26,60215,60354.26,1635733620,8.38349313,2021-11-01 02:27:00
2967,60220.15,60220.15,60030.63,60169.12,1635733680,15.41444832,2021-11-01 02:28:00
2968,60269.05,60269.05,60161.48,60258.38,1635733740,5.43177249,2021-11-01 02:29:00
2969,60112.81,60250,60098.1,60250,1635733800,3.47364390,2021-11-01 02:30:00
2970,60241.25,60241.25,60055.22,60098.65,1635733860,2.11029139,2021-11-01 02:31:00
2971,60534.95,60559.76,60258,60258,1635733920,7.15642015,2021-11-01 02:32:00
2972,60406.92,60638.54,60403.83,60550.21,1635733980,7.38100649,2021-11-01 02:33:00
2973,60357.5,60428,60324.66,60425.49,1635734040,2.06000618,2021-11-01 02:34:00
2974,60482.5,60482.5,60381.2,60382,1635734100,3.26336744,2021-11-01 02:35:00
2975,60399.34,60460.42,60300.57,60460.42,1635734160,4.47865632,2021-11-01 02:36:00
2976,60399.5,60399.5,60364.12,60366,1635734220,0.69132994,2021-11-01 02:37:00
2977,60448.89,60451.1,60448.89,60451.1,1635734280,0.40680000,2021-11-01 02:38:00
2978,60487.7,60487.7,60462.8,60462.8,1635734340,0.38287448,2021-11-01 02:39:00
2979,60602.99,60602.99,60478.25,60478.7,1635734400,1.17445278,2021-11-01 02:40:00
2980,60614.98,60669.85,60592.38,60644,1635734460,1.99826274,2021-11-01 02:41:00
2981,60508,60553.87,60508,60551.98,1635734520,1.01281553,2021-11-01 02:42:00
2982,60468.95,60492.63,60421.86,60492.63,1635734580,0.32284473,2021-11-01 02:43:00
2983,60420.95,60462.41,60408.15,60462.41,1635734640,0.19681056,2021-11-01 02:44:00
2984,60338.89,60373.62,60338.89,60373.62,1635734700,1.27102983,2021-11-01 02:45:00
2985,60452.02,60452.02,60369.01,60369.01,1635734760,0.05937979,2021-11-01 02:46:00
2986,60431.53,60436.21,60400,60422.77,1635734820,0.11910000,2021-11-01 02:47:00
2987,60461.27,60461.27,60440.38,60450,1635734880,1.03309723,2021-11-01 02:48:00
2988,60461.52,60483.45,60461.52,60478.83,1635734940,0.14092113,2021-11-01 02:49:00
2989,60491.01,60491.01,60459.55,60459.55,1635735000,0.12482360,2021-11-01 02:50:00
2990,60509.31,60529.91,60491.89,60529.91,1635735060,4.38286908,2021-11-01 02:51:00
2991,60509.31,60509.31,60509.31,60509.31,1635735120,0.00000000,2021-11-01 02:52:00
2992,60547.91,60566.67,60540.13,60560.47,1635735180,0.34487515,2021-11-01 02:53:00
2993,60544.91,60552.98,60522.72,60550.61,1635735240,0.20028083,2021-11-01 02:54:00
2994,60529.59,60537.83,60525,60536.2,1635735300,0.11163752,2021-11-01 02:55:00
2995,60535.06,60549.35,60502.21,60533.91,1635735360,2.76504997,2021-11-01 02:56:00
2996,60550.43,60550.43,60526.35,60535.06,1635735420,0.04671369,2021-11-01 02:57:00
2997,60665.42,60665.42,60574,60574,1635735480,1.86838880,2021-11-01 02:58:00
2998,60575,60649.23,60575,60649.23,1635735540,0.03337582,2021-11-01 02:59:00
2999,60513.6,60567.49,60513.6,60567.49,1635735600,0.45785521,2021-11-01 03:00:00
3940,60545.42,60545.42,60545.42,60545.42,1635735660,0.00600000,2021-11-01 03:01:00
3941,60545.42,60545.42,60545.42,60545.42,1635735720,0.00000000,2021-11-01 03:02:00
3942,60502.87,60520.85,60497.78,60520.85,1635735780,0.27178831,2021-11-01 03:03:00
3943,60500,60500,60425,60452.51,1635735840,0.57442487,2021-11-01 03:04:00
3944,60638.29,60638.29,60482.63,60482.63,1635735900,0.25733828,2021-11-01 03:05:00
3945,60635.77,60635.93,60630.11,60630.11,1635735960,0.46174945,2021-11-01 03:06:00
3946,60644,60644,60640.39,60640.39,1635736020,0.00600000,2021-11-01 03:07:00
3947,60522.48,60614.44,60522.48,60614.44,1635736080,1.75681105,2021-11-01 03:08:00
3948,60492.29,60520.1,60453.33,60510.64,1635736140,0.79980647,2021-11-01 03:09:00
3949,60453.37,60489.21,60453.37,60489.21,1635736200,0.09467071,2021-11-01 03:10:00
3950,60440.85,60475.57,60431.39,60431.39,1635736260,3.16524856,2021-11-01 03:11:00
3951,60374.52,60433.6,60374.52,60431.39,1635736320,0.42777278,2021-11-01 03:12:00
3952,60358.72,60425.92,60358.72,60380.02,1635736380,2.55831791,2021-11-01 03:13:00
3953,60437.24,60437.24,60371.57,60371.57,1635736440,3.17601113,2021-11-01 03:14:00
3954,60394.69,60419.06,60350,60355,1635736500,0.11003026,2021-11-01 03:15:00
3955,60414.06,60414.06,60402.81,60402.81,1635736560,0.35439526,2021-11-01 03:16:00
3956,60298.27,60405.18,60285,60391.92,1635736620,0.39603305,2021-11-01 03:17:00
3957,60295.54,60337.89,60295.54,60320.21,1635736680,0.59402319,2021-11-01 03:18:00
3958,60391.87,60391.87,60325.07,60325.07,1635736740,0.23018706,2021-11-01 03:19:00
3959,60428.66,60444.7,60382.62,60382.62,1635736800,0.76184263,2021-11-01 03:20:00
3960,60382.16,60425.82,60382.16,60425.82,1635736860,0.04058113,2021-11-01 03:21:00
3961,60340.34,60365.78,60338.05,60365.78,1635736920,0.18585083,2021-11-01 03:22:00
3962,60366,60366,60366,60366,1635736980,0.16565616,2021-11-01 03:23:00
3963,60358.37,60358.37,60358.37,60358.37,1635737040,0.00336000,2021-11-01 03:24:00
3964,60358.37,60358.37,60358.37,60358.37,1635737100,0.00000000,2021-11-01 03:25:00
3965,60305.06,60329.13,60305.06,60329.13,1635737160,0.05100000,2021-11-01 03:26:00
3966,60353.84,60353.84,60303.61,60303.61,1635737220,3.50215830,2021-11-01 03:27:00
3967,60409.68,60409.68,60364.24,60364.24,1635737280,0.56631574,2021-11-01 03:28:00
3968,60415.54,60415.54,60367.87,60411.3,1635737340,1.31508580,2021-11-01 03:29:00
3969,60427.51,60429.91,60409.32,60409.32,1635737400,1.02611733,2021-11-01 03:30:00
3970,60454.18,60454.18,60454.18,60454.18,1635737460,0.00100000,2021-11-01 03:31:00
3971,60453.51,60453.51,60439.11,60439.11,1635737520,0.04637112,2021-11-01 03:32:00
3972,60405.33,60428.43,60405.33,60428.43,1635737580,0.00915501,2021-11-01 03:33:00
3973,60360.9,60413.83,60343.36,60413.83,1635737640,1.66291219,2021-11-01 03:34:00
3974,60428.04,60428.4,60341.76,60341.76,1635737700,0.53650834,2021-11-01 03:35:00
3975,60482.98,60482.98,60440.53,60440.53,1635737760,1.04387174,2021-11-01 03:36:00
3976,60377.06,60472.46,60347.59,60461.11,1635737820,1.38056841,2021-11-01 03:37:00
3977,60357.86,60365.2,60357.86,60365.2,1635737880,0.00801100,2021-11-01 03:38:00
3978,60360.09,60360.34,60360.09,60360.34,1635737940,0.01365730,2021-11-01 03:39:00
3979,60347.52,60347.52,60329.85,60344.11,1635738000,0.08440201,2021-11-01 03:40:00
3980,60307.65,60386.07,60304.55,60351.86,1635738060,0.67971718,2021-11-01 03:41:00
3981,60411.82,60411.82,60352.46,60352.46,1635738120,1.47148771,2021-11-01 03:42:00
3982,60404.79,60411.12,60404.79,60411.12,1635738180,0.06775167,2021-11-01 03:43:00
3983,60361.42,60361.42,60330.4,60355.56,1635738240,0.01943465,2021-11-01 03:44:00
3984,60341.98,60343.67,60300.12,60335.77,1635738300,0.26792411,2021-11-01 03:45:00
3985,60297.95,60322.84,60297.95,60313.14,1635738360,0.10111629,2021-11-01 03:46:00
3986,60286.13,60317.97,60286.13,60311.55,1635738420,0.02100818,2021-11-01 03:47:00
3987,60285.14,60301.55,60285.14,60294.06,1635738480,0.46112761,2021-11-01 03:48:00
3988,60261.04,60308.84,60234.79,60289.56,1635738540,2.87705370,2021-11-01 03:49:00
3989,60263.85,60264.85,60258.91,60264.85,1635738600,0.16451618,2021-11-01 03:50:00
3990,60156.76,60258.3,60130.77,60250.51,1635738660,4.89246083,2021-11-01 03:51:00
3991,60156.63,60156.63,60020.57,60130.73,1635738720,4.18562831,2021-11-01 03:52:00
3992,60294,60294,60160.6,60178.87,1635738780,1.28920901,2021-11-01 03:53:00
3993,60197.86,60332.59,60197.86,60332.59,1635738840,2.06337174,2021-11-01 03:54:00
3994,60163.43,60278.17,60154.26,60199.21,1635738900,2.36700917,2021-11-01 03:55:00
3995,60084.92,60153.59,60062.16,60153.59,1635738960,0.43129426,2021-11-01 03:56:00
3996,60146.87,60173.42,60042.29,60042.29,1635739020,1.16305783,2021-11-01 03:57:00
3997,60119.43,60164.5,60119.43,60164.5,1635739080,0.05994112,2021-11-01 03:58:00
3998,59971.8,60084.52,59780.86,60084.52,1635739140,48.06920048,2021-11-01 03:59:00
3999,59899.38,59956.49,59754.26,59953.78,1635739200,14.30793478,2021-11-01 04:00:00
4940,59853.08,59970.41,59849.59,59905.51,1635739260,1.75115857,2021-11-01 04:01:00
4941,59736.4,59874.43,59620.01,59855.99,1635739320,9.52366988,2021-11-01 04:02:00
4942,59729.48,59826.99,59500,59750.51,1635739380,11.07143961,2021-11-01 04:03:00
4943,59779.06,59826.37,59701.84,59735.45,1635739440,2.51872243,2021-11-01 04:04:00
4944,59809.47,59911.28,59744.03,59789.47,1635739500,1.98607576,2021-11-01 04:05:00
4945,59753.96,59801.27,59734.65,59777.86,1635739560,1.36139196,2021-11-01 04:06:00
4946,59856.88,59856.88,59692.45,59728.45,1635739620,1.01814006,2021-11-01 04:07:00
4947,59850.88,59883.31,59803.94,59839.77,1635739680,0.93121461,2021-11-01 04:08:00
4948,59926.29,59952,59837.07,59881.75,1635739740,3.54089366,2021-11-01 04:09:00
4949,59922.19,59935.99,59838.51,59911.01,1635739800,3.03136979,2021-11-01 04:10:00
4950,59985.5,60014,59946.59,59946.59,1635739860,1.34871971,2021-11-01 04:11:00
4951,60221.21,60287,59968.9,59994.06,1635739920,15.38327372,2021-11-01 04:12:00
4952,60232.65,60325.76,60219.25,60243.4,1635739980,5.42432092,2021-11-01 04:13:00
4953,60250.07,60263.78,60247.49,60263.78,1635740040,0.05091390,2021-11-01 04:14:00
4954,60272.35,60272.35,60272.35,60272.35,1635740100,0.00980500,2021-11-01 04:15:00
4955,60251.7,60319.49,60249.45,60319.49,1635740160,1.29826238,2021-11-01 04:16:00
4956,60223.21,60223.21,60223.21,60223.21,1635740220,0.76750000,2021-11-01 04:17:00
4957,60229.28,60233.05,60229.16,60233.05,1635740280,0.04201325,2021-11-01 04:18:00
4958,60217.3,60240,60183.79,60190.6,1635740340,3.85712342,2021-11-01 04:19:00
4959,60296.69,60370.62,60276.02,60276.02,1635740400,1.39331122,2021-11-01 04:20:00
4960,60250.95,60276.25,60240,60276.25,1635740460,0.54032770,2021-11-01 04:21:00
4961,60263.75,60263.75,60259.55,60259.55,1635740520,0.20715523,2021-11-01 04:22:00
4962,60279.85,60279.85,60250,60250,1635740580,1.09716328,2021-11-01 04:23:00
4963,60361.49,60361.49,60290.04,60290.04,1635740640,0.07057700,2021-11-01 04:24:00
4964,60400,60400,60361.59,60378.97,1635740700,10.29873886,2021-11-01 04:25:00
4965,60362.98,60400,60362.98,60372.92,1635740760,0.88562187,2021-11-01 04:26:00
4966,60312.04,60376.34,60307.44,60347.97,1635740820,2.79683074,2021-11-01 04:27:00
4967,60346.37,60346.37,60283.05,60308.2,1635740880,1.40173275,2021-11-01 04:28:00
4968,60330.42,60347.41,60325.64,60325.64,1635740940,0.22029516,2021-11-01 04:29:00
4969,60330.42,60330.42,60330.42,60330.42,1635741000,0.00000000,2021-11-01 04:30:00
4970,60449.65,60449.65,60367.57,60367.57,1635741060,0.69361005,2021-11-01 04:31:00
4971,60511.86,60515.11,60443.08,60449.69,1635741120,3.29620496,2021-11-01 04:32:00
4972,60750,60750,60515.82,60524.5,1635741180,15.87637421,2021-11-01 04:33:00
4973,60639.42,60712.07,60627.18,60712.07,1635741240,0.84882946,2021-11-01 04:34:00
4974,60653.28,60681.27,60653.28,60681.27,1635741300,0.12288457,2021-11-01 04:35:00
4975,60590.41,60590.41,60590.41,60590.41,1635741360,0.01629600,2021-11-01 04:36:00
4976,60564.99,60603.07,60564.99,60578.51,1635741420,0.55713197,2021-11-01 04:37:00
4977,60587.6,60587.6,60587.6,60587.6,1635741480,0.01749000,2021-11-01 04:38:00
4978,60620.73,60624.47,60612.05,60624.47,1635741540,1.47123657,2021-11-01 04:39:00
4979,60641.82,60641.82,60600.82,60600.82,1635741600,0.11588523,2021-11-01 04:40:00
4980,60637.93,60637.93,60637.61,60637.61,1635741660,0.11592599,2021-11-01 04:41:00
4981,60670.1,60670.12,60670.1,60670.12,1635741720,0.00100000,2021-11-01 04:42:00
4982,60643.16,60662.02,60643.16,60655.81,1635741780,0.65138964,2021-11-01 04:43:00
4983,60648.16,60657.84,60646.32,60657.84,1635741840,0.00781035,2021-11-01 04:44:00
4984,60685.57,60690.07,60642.85,60665.33,1635741900,2.91732200,2021-11-01 04:45:00
4985,60681.97,60695.73,60679.18,60679.18,1635741960,1.05456466,2021-11-01 04:46:00
4986,60681.97,60681.97,60681.97,60681.97,1635742020,0.00000000,2021-11-01 04:47:00
4987,60588.24,60626.34,60588.24,60626.34,1635742080,0.43688819,2021-11-01 04:48:00
4988,60581.74,60584.11,60581.74,60582.94,1635742140,0.13619213,2021-11-01 04:49:00
4989,60593.47,60593.47,60581.63,60581.63,1635742200,0.25495857,2021-11-01 04:50:00
4990,60593.47,60593.47,60593.47,60593.47,1635742260,0.00000000,2021-11-01 04:51:00
4991,60593.47,60593.47,60593.47,60593.47,1635742320,0.00000000,2021-11-01 04:52:00
4992,60495,60585.45,60495,60585.45,1635742380,6.69779081,2021-11-01 04:53:00
4993,60610.43,60625.52,60491.15,60500,1635742440,1.97043508,2021-11-01 04:54:00
4994,60581.49,60600.76,60574.31,60600.76,1635742500,0.61972906,2021-11-01 04:55:00
4995,60603.77,60603.77,60576,60576,1635742560,0.17350826,2021-11-01 04:56:00
4996,60593.68,60593.68,60581.37,60590.68,1635742620,0.31899884,2021-11-01 04:57:00
4997,60622.5,60622.5,60616.56,60616.56,1635742680,0.62361984,2021-11-01 04:58:00
4998,60551.89,60575.98,60551.89,60575.98,1635742740,0.04945412,2021-11-01 04:59:00
4999,60500,60532.55,60500,60532.55,1635742800,0.01160655,2021-11-01 05:00:00
